textID,text,selected_text,sentiment
0bc2e46e4e,  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,. I hope Avalina isn`t a dud!,negative
fddd46aee8,Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,neutral
07069f29c4,"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.","It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",neutral
43d08e6dce,Woke up and there was sun! And then it started to rain,Woke up and there was sun! And then it started to rain,neutral
babf4b1bda, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about,neutral
a2056ff40a,hates this weather,hates,negative
94d2b00f6b,Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,Lovely,positive
ec66683c9f,Flap-a-taco was nice until the plebs came in.,Flap-a-taco was nice until the plebs came in.,negative
5f1e07398b,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",celebrate,positive
f93c297e3a,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****","am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!",positive
7420980c60,Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,better,positive
cf30a8df0a, NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,wow-you ride HARD!,positive
2af437c472,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,neutral
fab844f0c2, Thanks! Welcome back!,Thanks! Welcome back!,positive
c0f58575bf, i want to experience snow  we don`t have snow here and it sucks,t sucks,negative
7d770c7bd6,i have such a sore head,sore head,negative
d707cc9cb1,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww","at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",neutral
e451131bc1,awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,neutral
876cd15514, Bryan hasn`t replied about wingnuts,Bryan hasn`t replied about wingnuts,neutral
009ab3e6db,Watching southpark for another 20 minutes,Watching southpark for another 20 minutes,neutral
8a8c28f5ba, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,e`s amazi,positive
6b064ca919, LMAO...Ha! No I just simply wanted to go to NY!,LMAO...Ha!,positive
cbdbfb9de2,"is bored, cant go on habbo stupid ban",stupid,negative
51ed0c17c0,Tried on all the shoes in new look,Tried on all the shoes in new look,neutral
8fee3fb6a4,its too early  i wanna go back to sleeep,its too early  i wanna go back to sleeep,neutral
708b41b0c8," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?","I don`t think I am, my sisters refusn to get me a ticket now.",negative
44eba69b30, oh wow...hope he`s ok  u take him 2 the vet?,oh wow...hope he`s ok  u take him 2 the vet?,neutral
10133a7283," He died.  Wait, what about Magic Jack? I just read it.","He died.  Wait, what about Magic Jack? I just read it.",neutral
901b9b9cc4,i`ve just woken up,i`ve just woken up,neutral
2eaefcfa53, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,love,positive
493f47d778,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,one of the greatest dinners ever:,positive
49e24a4501,nooooo its raining......had 2 leave the beach,nooooo its raining..,negative
36a0a476c5,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,Shower. Class. More class. Taking care of my lady-friend.,positive
5343b52f89,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,great,positive
18cd7ae71d, great pics! You should try to start selling your race photos to runners,great,positive
cb60620a4f,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)","Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody",positive
8396f13b4b,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",i LOVED,positive
c58b2ba46e,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral
e350274c1a,The World is just amazing!,The World is just amazing!,positive
66521b4652,i have no idea what im doing and i am completely lost.,i am completely lost.,negative
d116927538,@ gadgetopia need to DM you but you`re not following me.   Will send email.,@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral
5dbe4cae20, awww hes too cute!!wish i could`ve gone,cute!,positive
c2ada5b889,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,neutral
8d9f0090b0, I think that may look a little silly -.- Also my camera is broken so no photo,silly,negative
355a1e84e2,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive
da2bf1eb03,this day has beasted me.,beasted,negative
e9d903f9aa, I`ll be listening!,I`ll be listening!,neutral
28f67f674e, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral
aba25eb3f5,sitting at home doing nothing. gonna be like this all weekend,sitting at home doing nothing. gonna be like this all weekend,neutral
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,UNSALVAGEABLE,negative
13a9406926, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,neutral
5b2b140151,I think i should go to sleep considering i hav to b up on 3hrs....,I think i should go to sleep considering i hav to b up on 3hrs....,neutral
923f7ee786,  If I told you how often I wash my hair you would never speak to me again,If I told you how often I wash my hair you would never speak to me again,neutral
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,ended up inventing my own.,negative
28f000e641, seems to have disappeared out of my life,seems to have disappeared out of my life,negative
152bedb5a6,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...","HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive
b2afb1cf57, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral
6d57e5fcb0,_KittyKat hello new follower  haha!! how are ya?,haha!,positive
27f1fa3214, haha best thing about office birthdays hey,best,positive
233b90417d,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then","****,",negative
0d32a589d2,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,aww,negative
0aa7e2d375,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,nothing fair,negative
1d8c801864,I am going to see how long I can do this for.,I am going to see how long I can do this for.,neutral
4d8c11c5cd,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!","You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive
6bff31375d,PRD take a long time to review!,PRD take a long time to review!,neutral
9e275c23b0,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....","well,",positive
8074eded04,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,i`m going to fail this final.,negative
ea4429b35a,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",", Thx",positive
70eb969d45, how sad! are you saying that I`m fat?  *tears*,how sad! are you saying that I`m fat?  *tears*,negative
5c6d1a22c4, why thank you. I might just take you up on your offer,why thank you. I might just take you up on your offer,neutral
2003e360f8,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,can`t find it anywhere!,negative
198c97b57a,Finally get to lay down for a bit i have a major headache,i have a major headache,negative
31fa81e0ae,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",ch fu,positive
68d82a25f9, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,neutral
38b91a3688,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby","Stupid me,",negative
c380578d03, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,very relaxing,positive
22e968402f, yessir that is 100% right,yessir that is 100% right,positive
469ce3aeee, Night!,Night!,neutral
34af663e50,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,GREAT,positive
7f9b45945a,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,sad.,negative
ab75ab645f,Too warm!!!,Too warm!!!,neutral
10602528ed,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral
f5f26ea04a,  well hit me and we can see...it depends then,well hit me and we can see...it depends then,neutral
f00bd4ea4e, aww thanx andy,thanx,positive
24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,very cute,positive
de2af3c3a5,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,good,positive
7820f628a4,shower time!!!!!,shower time!!!!!,neutral
b1dea509d6, COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive
981713769d,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j","Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral
520eec948e, i cant call  im at work,i cant call  im at work,neutral
29e8b6bb7f,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,expensive.,negative
252e56c4d1,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,So tired &,negative
3dd678750f,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,Happy,positive
dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,neutral
33fd898450,GOODNIGHT MAGIC AND PRETTY WORLD,GOODNIGHT,positive
3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol` english fry up,doesnt have a hangover  and is getting ready for a good ol` english fry up,neutral
fa0813c599,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,neutral
7a4a289831,Working now,Working now,neutral
28f9a33b14,Just at Starbucks with Farrah!,Just at Starbucks with Farrah!,neutral
2991e56ed4,@ ginniejean there`s a lot of mojo all over the place...  yes.,@ ginniejean there`s a lot of mojo all over the place...  yes.,neutral
b75505e7a6,third date went well....moving on to fourth!!!!!!,third date went well....moving on to fourth!!!!!!,neutral
01427ed7f0,Mad tired. But it`s the hols! I miss chomp chomp terribly!,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative
0526a41f4b,is finally starting her assignments,is finally starting her assignments,neutral
518ae43e25,Good morning  ready to start this week.,Good,positive
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",good,positive
2d94c993c9,So glad I`m finally done with finals!,glad,positive
90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,Missing,negative
647e680fec,It just had to rain on me almost a perfect day now my clothes are wet,It just had to rain on me,negative
9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,neutral
020a2d26ec, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,I miss u guys too  I prob won`t b bk til august sumtime,positive
e3d78da8b9," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..","Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",neutral
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral
0397995d17,trying to figure it out,trying to figure it out,neutral
49f811f90c, _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral
aaf0bbf7c8,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,neutral
43b0426667," lol, i`ve done that one b4  i`m a victim 2 that! lol",i`m a victim,negative
e9785cbd8c,i would slip and fall... on the dirty school bathroom floor. fml.,i would slip and fall..,negative
2617b9c9e3,Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,looking forward to it,positive
69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral
3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,a stop,negative
317715cbc5,can`t wait to november for Jobros concert ! In examination,can`t wait to november for Jobros concert !,positive
494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac,been there done that. It always ended up with me selling the machine and going back to my mac,neutral
a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",but I feel sorry for Marcus though.,negative
c0360fd4e9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral
35210988be,http://twitpic.com/4jken - fire and urban at rock challenge,http://twitpic.com/4jken - fire and urban at rock challenge,neutral
f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,can`t believe,negative
19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",sorry ba,negative
f70614e8a5, well now i do,well now i do,neutral
6015ac6085,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!,neutral
77338f26c5,i jus love doin night shifts...will be done in an hour,i jus love doin night shifts...,positive
4441b5b0dc,"Morning tweeple,way to early again","Morning tweeple,way to early again",neutral
ce5dd24a33,I have to reupload the **** thing again,reupload the **** thing again,negative
a8b5846c0e," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",your updates are really amusing.,positive
dba3019318,Loves the fact that there`s only 5 days of school left,Loves the fact,positive
f2737e9c15, Oh no!! I hope it`s not bad,s not bad,positive
f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,awesome.,positive
2554631fd6,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",rough,negative
5d94b30c0f," Aww, congrats to the family. ;) Send me piccies in the email!","Aww, congrats to the family.",positive
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",YAY!,positive
83cdbdeada,  i can`t.,i can`t.,neutral
6e76e15092,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.","strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",neutral
11a05040a9, you okay bby?,you okay bby?,neutral
edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive
80c985a159,"Omg, my mom just called... Im too late... Hes gone",Im too late... Hes gone,negative
ad2e9f53be,Just lost my internet signal  how will life go on,lost my internet signal,negative
a2e0a7c278, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,sorry,negative
d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times","Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",positive
ff5950afbb,i just bit my tongue.  blood everywhere!!!,blood everywhere!!!,negative
6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neutral
1f82ec212e,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,neutral
1c32289f9a, very very cute  and fun to watch.,very very cute,positive
5250e01ce0,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,neutral
b6c236ef0d,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",Great,positive
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,hurt my arm.,negative
584ed4d88e,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,****,negative
f4e66c4f1a,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",tiiiiiiired! Going to bed!,negative
520d782e5e," Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!","Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",neutral
60c870e68e," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",I hope,positive
5d97a78333,; keeps getting such delayed responses. why is my internet so messed up?!,keeps getting such delayed responses. why is my internet so messed up?!,negative
7f4fd40fcf,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,neutral
92b005cd96," I know, that is so sad.  I",sad.,negative
5c09d44365,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,Good,positive
c53e7f7415, I could get away with it. dare me? I`ll go buy it tomorrow,I could get away with it. dare me? I`ll go buy it tomorrow,neutral
1f40da44dc, Thanks man.  That sorted it. I only ever remember 222.222,Thanks man.  That sorted it,positive
0a2bce3efa,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,enjoying,positive
bddc27eafe,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",favourite,positive
d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well","Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral
0f5a1691df,"and thanks,  , fr. yr congratulatory gweetin`",congratulatory,positive
6fb42d0a8e," Every time I have Friday off. Sadly, that`s not too often","Sadly, that`s not too often",negative
caf284161d,Star trek was good times.,good times.,positive
f541987e81,The sun is not cool,The sun is not cool,negative
f26ab1a9d4,...  that was meeeaaannn. people make mistakes ok?! lol,...  that was meeeaaannn.,negative
3c3ff93959,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,Invisible car helps to boost recycling. Honest,positive
1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs","Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral
dc36435d5a,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",pretty.,positive
249bd1fcea, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,d really love that!,positive
6585732a49,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,so sadly,negative
66f8fa737a, ...you are kickable.,...you are kickable.,neutral
6970c09cfc,"_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there","I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",neutral
c16a52d2a7, nice clutch,nice,positive
a342cf829b,Happy Mother`s Day to all the mommies,Happy,positive
e4a1945972,Just finished watching 'Marley and Me',Just finished watching 'Marley and Me',neutral
6268a5fa23,Enjoying Mother`s Day,Enjoying,positive
0c667d555e," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.","Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",neutral
a6340877e3,Roll on Thursday,Roll on Thursday,neutral
4b7059f018,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.","Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",neutral
f1e747751a,cavs got lucky 2night  lol but lebron took over and killed em another triple double,cavs got lucky 2night  lol but lebron took over and killed em another triple double,neutral
f4317a30ae,Wishing all the mommies out there a very happy day!!!,happy,positive
bd5e56bd6d,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",my bad,negative
c2213ecb79,"_ Oh god, yeah! I forgot about that",forgot,negative
3521fb0d31,  as long as you have someone to make out with    lol,as long as you have someone to make out with,neutral
52f70c2da6, ahaha its stuck in my head; thanxx,thanxx,positive
f8c1ff9b6e," You arent following me, so i cant send you a DM..","You arent following me, so i cant send you a DM..",neutral
f5e3ae4806,I`m poorly and can`t sleep,poorly,negative
568ad4a905,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),Happy St,positive
1e81e55e38, I picked up a taco over lunch... you got a guitar.,I picked up a taco over lunch... you got a guitar.,neutral
753d7f4ac2,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,I won`t have a chance later.,negative
fbc44d0924,'Up' is all sold out!!,'Up' is all sold out!!,neutral
a8d9ff4fc3,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,hope,positive
ec38c9863d,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,whoaa kinda hard :O that one that you think will be interesting enough to tell,neutral
ab75d13082, http://twitpic.com/4qpzx - i love you guys  you`re the best,s  you`re the best,positive
c502223f1e,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,neutral
b87178f4d3, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,SHUT YOUR FACE!,negative
5c3f0ab2aa," or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!","or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!",neutral
e0635b5bbe,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,neutral
f0e3079931,"_babe woo! im getting mine on monday,cant wait  x",cant wait,positive
85c86e7975, awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,laavly,positive
e027da0b8d, yes please  and if you`re gone i might actually get some work done lol,yes please  and if you`re gone i might actually get some work done lol,neutral
992f2b16fb,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",I`m really getting sick ugh,negative
c97b52ace6," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",stalkerishly,negative
48d8087f95,???-?? ? youtube ? ????,???-?? ? youtube ? ????,neutral
48037ebde3,calling mum too ask if she can by ice-cream,calling mum too ask if she can by ice-cream,neutral
dffeaa7330,"_ having a very lazy day, playing xbox and drinking tea","_ having a very lazy day, playing xbox and drinking tea",neutral
55f2673e6b, Well thatï¿½s disappointing to hear.,s disappointing,negative
4ab133ebad, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,hopefully,positive
ed5a6ba312,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss,neutral
abae918052,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,Happy,positive
7abffbad91, (blinks fast) its better now ... Lol thanks :-*,thanks,positive
36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,My legs are killing me now.  but i know it`s a good pain all in all.,neutral
8ac49207e1," (cont) a bastardized version of French? It`s fun, believe me!","s fun,",positive
c400a6bf99," alas, I am moving   (like where i`m moving too, but the actual moving, ugh) wish I could go too!",h) wish I could go too,positive
45a9136ace,ready to go home,ready to go home,neutral
c6b72791c6,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,neutral
d8b30029da,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline,excited,positive
5.48E+72,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,neutral
ae1b6151f2,facebook is being a ****,****,negative
e0ef3a78fc,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,mad the rain got me..,negative
9e36c68f31,I am at my grandparents place,I am at my grandparents place,neutral
01f7a3b229,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,neutral
8c015be59f,i dont feel very good,i dont feel very good,negative
72bafdda6a, I was born there,I was born there,neutral
6c2ac7dbcb, congradts on ur show  Even tho i wasnt there lol,congradts on ur show  Even tho i wasnt there lol,positive
ea953646cb,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive
84200d46e6,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",excuse,negative
0c95eb579e,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today","so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",neutral
ba047dae2b, good luck.. Finally your long time will of panvel tweetup finally coming true..,good,positive
6be832d308,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",awesome,positive
0bb43bf3bc,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,I`m afraid.,negative
9b81e91703,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,I`m not having the best day,negative
66f9e8ee5e,_Aid16 Goodnight!,_Aid16 Goodnight!,neutral
6c7f3f8a21, Welcome,Welcome,positive
6ec800a85c," Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",Thanks,positive
56c68e6b45," Thanks, none close to me.","Thanks,",positive
ec1c6989b0,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",feeling all homely! off out with Freddie for a fun-packed day,positive
1b65a5216d, haha i will remember that  ****,haha i will remember that  ****,neutral
61fee88949," will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me","will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",neutral
7411938f57, I sorry,I sorry,positive
2f36645604," Awww, it does remind me of getting ready for the ball.","Awww, it does remind me of getting ready for the ball.",neutral
